WPI Id,Card Name,Quantity,Set,Condition,Foil,Language,SKU,Product Id,Mana Cost,CMC,Main Type,Sub Types,Is Legendary,Oracle Text,Legalities,Reserved List,Keywords,Rarity,Optionals,List of SKUs,Price
529,Charcoal Diamond,3,6ED,SP,n,EN,365551,2499,{2},2,['Artifact'],,FALSE,"Charcoal Diamond enters the battlefield tapped.
{T}: Add {B}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['16605', '365551']",0.29
530,Chromatic Star,2,TSP,SP,n,EN,375352,14183,{1},1,['Artifact'],,FALSE,"{1}, {T}, Sacrifice Chromatic Star: Add one mana of any color.
When Chromatic Star is put into a graveyard from the battlefield, draw a card.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",FALSE,[],common,{},"['25785', '375352']",0.22
531,Citanul Flute,3,USG,SP,n,EN,369580,6818,{5},5,['Artifact'],,FALSE,"{X}, {T}: Search your library for a creature card with mana value X or less, reveal it, put it into your hand, then shuffle.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['20299', '369580']",2.39
532,Citanul Flute,1,USG,MP,n,EN,338064,6818,{5},5,['Artifact'],,FALSE,"{X}, {T}: Search your library for a creature card with mana value X or less, reveal it, put it into your hand, then shuffle.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['20299', '369580', '338064']",2.25
533,Cold Storage,3,TMP,SP,n,EN,368292,5500,{4},4,['Artifact'],,FALSE,"{3}: Exile target creature you control.
Sacrifice Cold Storage: Return each creature card exiled with Cold Storage to the battlefield under your control.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19011', '368292']",0.53
534,Cold Storage,1,TMP,MP,n,EN,336776,5500,{4},4,['Artifact'],,FALSE,"{3}: Exile target creature you control.
Sacrifice Cold Storage: Return each creature card exiled with Cold Storage to the battlefield under your control.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19011', '368292', '336776']",0.44
535,Copper Gnomes,3,USG,SP,n,EN,369588,6826,{2},2,"['Creature', 'Artifact']",  — Gnome,FALSE,"{4}, Sacrifice Copper Gnomes: You may put an artifact card from your hand onto the battlefield.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,"{'power': '1', 'toughness': '1'}","['20307', '369588']",0.77
536,Crooked Scales,1,MMQ,SP,y,EN,841160,6491,{4},4,['Artifact'],,FALSE,"{4}, {T}: Flip a coin. If you win the flip, destroy target creature an opponent controls. If you lose the flip, destroy target creature you control unless you pay {3} and repeat this process.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['43791', '841160']",18.88
537,Cursed Totem,1,MIR,SP,n,EN,367827,5020,{2},2,['Artifact'],,FALSE,Activated abilities of creatures can't be activated.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['11975', '367827']",2.22
538,Defense Grid,1,ULG,SP,n,EN,369077,6300,{2},2,['Artifact'],,FALSE,Each spell costs {3} more to cast except during its controller's turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19796', '369077']",16.52
539,Diamond Kaleidoscope,1,VIS,SP,n,EN,368603,5826,{4},4,['Artifact'],,FALSE,"{3}, {T}: Create a 0/1 colorless Prism artifact creature token.
Sacrifice a Prism token: Add one mana of any color.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['19322', '368603']",0.89
540,Draco,4,PLS,SP,n,EN,370514,7787,{16},16,"['Creature', 'Artifact']",  — Dragon,FALSE,"Domain — This spell costs {2} less to cast for each basic land type among lands you control.
Flying
Domain — At the beginning of your upkeep, sacrifice Draco unless you pay {10}. This cost is reduced by {2} for each basic land type among lands you control.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,"['Flying', 'Domain']",rare,"{'power': '9', 'toughness': '9'}","['21233', '370514']",2.70
541,Draconian Cylix,1,FEM,MP,n,EN,335077,3621,{3},3,['Artifact'],,FALSE,"{2}, {T}, Discard a card at random: Regenerate target creature.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'not_legal'}",TRUE,[],rare,{},"['17647', '366593', '335077']",0.26
542,Elven Lyre,1,FEM,MP,n,EN,335087,3636,{2},2,['Artifact'],,FALSE,"{1}, {T}, Sacrifice Elven Lyre: Target creature gets +2/+2 until end of turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'not_legal'}",TRUE,[],rare,{},"['17657', '366603', '335087']",0.34
543,Emerald Medallion,1,TMP,SP,n,EN,368328,5536,{2},2,['Artifact'],,FALSE,Green spells you cast cost {1} less to cast.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19047', '368328']",10.75
544,Emerald Medallion,1,TMP,MP,n,EN,336812,5536,{2},2,['Artifact'],,FALSE,Green spells you cast cost {1} less to cast.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19047', '368328', '336812']",10.51
545,Erratic Portal,2,EXO,SP,n,EN,367165,4322,{4},4,['Artifact'],,FALSE,"{1}, {T}: Return target creature to its owner's hand unless its controller pays {1}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['18219', '367165']",2.06
546,Erratic Portal,2,EXO,MP,n,EN,335649,4322,{4},4,['Artifact'],,FALSE,"{1}, {T}: Return target creature to its owner's hand unless its controller pays {1}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['18219', '367165', '335649']",2.06
547,Faerie Conclave,1,ULG,SP,n,EN,369086,6309,,0,['Land'],,FALSE,"Faerie Conclave enters the battlefield tapped.
{T}: Add {U}.
{1}{U}: Faerie Conclave becomes a 2/1 blue Faerie creature with flying until end of turn. It's still a land.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['19805', '369086']",0.60
548,Fellwar Stone,1,5ED,SP,n,EN,365211,2144,{2},2,['Artifact'],,FALSE,{T}: Add one mana of any color that a land an opponent controls could produce.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['16265', '365211']",1.73
549,Fellwar Stone,1,5ED,MP,n,EN,333695,2144,{2},2,['Artifact'],,FALSE,{T}: Add one mana of any color that a land an opponent controls could produce.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['16265', '365211', '333695']",1.73
550,Fire Diamond,2,MIR,SP,n,EN,367871,5064,{2},2,['Artifact'],,FALSE,"Fire Diamond enters the battlefield tapped.
{T}: Add {R}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['12327', '367871']",0.26
551,Fire Diamond,1,MIR,MP,n,EN,336355,5064,{2},2,['Artifact'],,FALSE,"Fire Diamond enters the battlefield tapped.
{T}: Add {R}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['12327', '367871', '336355']",0.23
552,Fire Diamond,2,7ED,SP,n,EN,365938,2901,{2},2,['Artifact'],,FALSE,"Fire Diamond enters the battlefield tapped.
{T}: Add {R}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['16992', '365938']",0.23
553,Fluctuator,1,USG,SP,n,EN,369637,6875,{2},2,['Artifact'],,FALSE,Cycling abilities you activate cost up to {2} less to activate.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['20356', '369637']",0.92
554,Forbidding Watchtower,1,ULG,SP,y,EN,848988,6312,,0,['Land'],,FALSE,"Forbidding Watchtower enters the battlefield tapped.
{T}: Add {W}.
{1}{W}: Forbidding Watchtower becomes a 1/5 white Soldier creature until end of turn. It's still a land.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['43612', '848988']",6.52
555,Gemstone Mine,1,WTH,MP,n,EN,337297,6036,,0,['Land'],,FALSE,"Gemstone Mine enters the battlefield with three mining counters on it.
{T}, Remove a mining counter from Gemstone Mine: Add one mana of any color. If there are no mining counters on Gemstone Mine, sacrifice it.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['19532', '368813', '337297']",3.38
556,Ghost Town,4,TMP,SP,n,EN,368360,5571,,0,['Land'],,FALSE,"{T}: Add {C}.
{0}: Return Ghost Town to its owner's hand. Activate only if it's not your turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['19079', '368360']",1.97
